 Apple iPhone 8 - 64GB - All Colors - Unlocked - Good Condition ,US,$229.99, 4 available,Good - Refurbished,"Kennesaw, Georgia, United States",,FREE,https://www.ebay.com/itm/384343606302?epid=21039165430&_trkparms=ispr%3D1&hash=item597caa041e:g:wyMAAOSw5JhhH77u&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8RmGcWNaB5qyTy8WFgXiccMjM4R2TT5BnByzDSr%252BA8Zr%252B7o2R8zEkYoidTs9Nb65ACexEGx%252BPaDeB%252FjE%252BCireaFk6JX80008YBnRjlugEPQVuTdH6ndVKYOLsWJlPqy5eSMmqnpRGdift0m%252F1lGTqzeuyMNP%252FuGYNpfe%252F9wEo4%252FsuguIjYiMafQxuX22zl%252BSYoS2cl2jb5ZHPu1Cv%252F%252F8O29XFEMwYCequaLzxzfWxJ2pgAXJeqLXEzAe18agzNOchipMe2tRPD0e7%252F6gzHyP%252FRbcknT3rzkXTBosqbQzz7JAnma4SAO8q%252BeDzeTAVNE%252BB5bn%252B5McDzmQoH2WofSAjS3C%252BOkyogtnlU%252BV%252Big2fBEteR%252BE8g4dpw1RNrjWTItUSkIzx1SeqAG21akuCrPCJEbgX96P8zmaws2JhF5pfMNOe6hNR6aGHIysfqQOzb6Ipb3t9cvjjABKOR6Qjs4%252B%252BP2yYDfY4Y2CdLbSnTfVp6b1f1e5FMTGXv20HBURlMbZtqHMQwpRK3bbxjblXmV8rY7YrufRZxkNDuniUzzvu%252BGo1TEzAYWioq46izDDbUEgtWkv566kcLG7ywruM3X4oGcrYH6XCo%252FZHel8e5fe243fmHpm1lQELYH2NZVqQuTwkaS8vic5AnVTCwzz9YLucKmLeGxDTZdZYcq8BKbzXMOkNwFBtpWvWxdYmeJ8OIOt5y6NJvvmfsqlXlxZ22tUeieW1cQo5F8tjKo0GgJsG%252B9dqSp2%252Blx06GpzjGZRgsdDeerCmErw6yBg%252BgCm9Eb%252B5zuIVcIr6Dj7fUft5bwEiL7s4%7Cclp%3A2334524%7Ctkp%3ABFBMkomgy6Rf
 Apple iPhone 6s Plus 64GB GSM Unlocked AT&T T-Mobile Very Good Condition ,US,$85.00, 1 available,Used,"Orlando, Florida, United States",,FREE,https://www.ebay.com/itm/114987557833?epid=4033787815&_trkparms=ispr%3D1&hash=item1ac5cae3c9:g:iGgAAOSwh6FhPxce&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLvQ8oireleJLZFjh2b0rGH5XDWEBqpRIlGLM50PCveHjTaY9tHj8EgPO%252F8lPpUCrNAMzeUjx347l7gZVUqeI7RZpalZfgNDEm6997MDtXRYf3duD8SPMU06BIhOSK93PA0quVexJG1aYbU9QPS9VKEhHCCSCzV0xFxTfRtUSgSPyzI%252Bp17UDb%252Bgu%252Fd4wDigBdteo3KqGSa5UOkkTdTyFFlDUdNgmbTST2MPfZ74AJYY5DN%252BAy294cjpkAei5aOpeGa4OdA2uAbMKxr9jdatGClkxhjxAxMpemGTlYXRGyufjkzh15yth%252BwA%252BCSY%252FHgfZ4Xy%252BsVcR8WvnfUwxAqFUjXS%252FzV2B7lc09Az1dypomWpNITju2n7yGcTIC3LoFzItLjcu4z0Qkx8fcE47AJsCa6VXRGwl1T8nwOhqJKohfgMCqKjpMk123Wug9omvPqxtbfwdyTdYdjOorzFBvjP1pu7NsRSQMZpvUzFQP145URHUGU3cLGGAcax8jfJ7uvvW8Zk%252BGIMYZCUXw3zcRPLevy1bNvmgoTHk3ag%252FBH9WDi5kgugAGCI5GdC3JRTAHaymrVOMoRvbzlCiVN23CsRDl%252BotZtnQLjOURQw%252FSjHAnfkZ8mhK%252FtFRZ9E3pjAHdI38v0NZXyXfSSnRtPUDphA%252Bru23B%252BfhMo0NkULUX5YW4wgiINEjNz7hiEaABkpEn6Q%252Bd3jdcotv6uRd889omFDeJZ%252BJJ5ZgKPbwATS5%252FV4Etx9sF7HzsPq85YeRH6hn2151BAdYpF%252B8yVRq80HXjeIl9G%252Bkdpe4z2I7dxPqjTatubh8%7Cclp%3A2334524%7Ctkp%3ABFBMkomgy6Rf
 Apple iPhone 6s (Good Condition) Unlocked Verizon AT&T T-Mobile Smartphone4GLTE,US,$59.00, 1 available,Used,"Miami, Florida, United States",,,https://www.ebay.com/itm/174929904168?_trkparms=ispr%3D1&hash=item28baa28228:g:ZcwAAOSw44peap3s&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252BjmQf1oPffpI3TkVYPW5WMf9%252FY3%252FoS%252BbzmeVcLN7i%252FQ1%252B4RKKo2ETYvJABY%252BRM3eNKS8k1j819hUg8dLqskxEgtMrr1n8ONCxGoTOTZCnp5uJiOPKvn%252FtyK%252BnQTNCk0fWraGymC4PvXzqkVyHSr4vTOi3%252B%252FPfkfVVkQSsduo%252Fj4MNMohdPl71iA2%252Flt1dgIks%252FJoi4MXoRbMyo11x3plPlR8JUEBHyVWcb%252FivTljan%252FKrIhKy8jExguzcTYjdY%252BQ1H3a0mUZTUXDmtzgch%252BgruNDcCJ0jeKljxlGZlZFlKiNxZU0zFCwUzqqj2QQlJgSNABlcpIth3jEb%252BT07qVVa2grv3pzqYxT5WaYhy%252BhoLAX9dHHITlaMTvjhIVIzapvnjKJiBDHHJfKSUFM843FbOCYgXJ47w7YzVuA9J8Zrl1ybcek088%252B1p7XNWHvEJ4uXX2LiEhevZ%252BHHb2blx%252FYztXma0AUN3tsxiLlvF9N2xPRvhbxScP9VW%252BvZYj39hvFx%252Bb7eEGS5gKdAq9SGPLEF0sq6MXEn4nq9l%252BA0VChXTCo288jpDBhorn2XiM9GslAViiKS9Iifg7sY%252BdVRZwLISgWRmZKVxOmMFHj3OZJyf3rp6KdY5UNmLkuChU%252BJ%252BuEbdHVWBlBYM7STzzXcUI7NsyqOInA%252BndGnNfEuzVlPylfWTYWSXkemco%252BrA6ML0Y4HNYUeIPnCx7av0ZXuTSh%252FTd3UwwcKivUeEVdWdcrAOxYvV16pMEEXJgscrHN2PuZBYRYTRz%252BxkPvewYWcmIJYTOkbzyk1kUS71vZLoh3KywhO%7Cclp%3A2334524%7Ctkp%3ABFBMlImgy6Rf
 Apple iPhone 7 32GB/128GB Black Gold Smartphone Unlocked T-Mobile Verizon Sprint,US,$82.00, 1 available,Used,"Orlando, Florida, United States",,FREE,https://www.ebay.com/itm/114410009127?epid=225208374&_trkparms=ispr%3D1&hash=item1aa35e3227:g:2EkAAOSw7j5fYOiD&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLkw2KwomJPtdrft14w607BhpPCEXbDTZbSDswme5SBxOLHYfaKy8LDZOS2krgl4ovh%252FKJ2GT8fXtAPAWeYhQRMwrpen1qZ4w5CKJbioFjmb9Tcdjjv0cmyvtlkOYaGpzokOtCuR2jyXO7Fc%252BAZnEwKUsYVOzXb%252F9Wlr39uYSXGIJJ4OW2vxN7K%252Fml34zBTuS3ifCOOWZ31T%252BHhS7s2QeHv%252BVtQUqC5g7kDeMDdsWxeMtnxpQ9I6W985XkafZvaA5kgPf%252B3RbsWIbMyR1m6CGeueb1tslWiajRyJPa0vxkD6Ax9scWpSFktfHy1fxABzk49XM3xBA8lXiSURoy6MxPmnu8vJQpW8Wo%252B6PCSGo68fPf8XQyi%252BnN2d99bbrTrv6xck0H8S5sD7jHFDZbNnFICrxmIgKJ06YEk10ht%252BKW0f6v38GT1dU4qE94SGLTV8SKhwXK%252Fkj6bwEEr2ld5efIQsu1c0TJxTHQ%252FfqUOq1sypZm8lz8oesBT8IewLjDF7rQaAiwsSgIT2dZVz%252F0VIsQiPzDYQnPNgI3JQ2FWLAM5DHagUEZSGfZTJVOdv8rcar%252FWS3sT742CBfZT70Zh7VTkZrhQbaOM%252FLxRkAE2UAgpn3gXOcnffZPhTG%252BcS02SNGkicaYPHP31Qs6nxnicFT2ANn%252BsUR60qqJnH9qHgNxdTESuj8Ofe6cd9epOVmWNEKS1j3UKZw5r1KkH0ee4oqpl2lB8uRpe27VbcCfmv9i%252FEUeCzkFE1ws3pZb1%252F6NADv%252Fh610tE3WYcOWJAY4oSGKiUpkbjRjML1dOz4t6TQvk4J%7Cclp%3A2334524%7Ctkp%3ABFBMlImgy6Rf
 Apple iPhone XR - 64GB -Black (Unlocked) A1984 (CDMA + GSM)~SRF~ VERY GOOD!,US,$299.99, More than 10 available,Used,"Brooklyn, New York, United States",,Free 3 day shipping,https://www.ebay.com/itm/224158193855?epid=13023706562&hash=item3430de98bf:g:gCsAAOSwHfdhDFGb
 Apple iPhone X 256gb Unlocked Straight talk Tmobile AT&T Verizon Metro EXCELLENT,US,$359.00, 2 available,Excellent - Refurbished,"Southfield, Michigan, United States",,FREE,https://www.ebay.com/itm/124868756188?epid=241987967&_trkparms=ispr%3D1&hash=item1d12c202dc:g:nekAAOSw94JfLZPa&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSxXDXcCydCuSj2Tq2S%252F3Gnv7hGIr5FU%252FS1BSxSvLp9AfCwgoFDHoGpqD4MH57PX3n5upo1EA1fEKFrISByzqW05AhtSvU2%252FhODPmT4Jux5n0tESi1tvsRWDTsPmqlUw03GKLk%252Bhd29dDRYSc71NYT1kTVeglh7jTqguVZTsfV0a0q2AA8HIkX29Wu9Fx3UuJESTOQ8VKkuBVF0PQ2Kq7esx5BP01i4O%252BDlLs%252FvXo0HMsm89miyEnQMG43t34BbxSCGSY6oNKwx4yVW5F6o7qySgYu51GXfdITPsnFje02I2UlXb7Ob%252BdLZeNFYKciMog4%252FPmrgP37GNcyC%252F8E%252Fl7hsx0sn4Fo9kkqwpDVRFxuhs4migdtILF4ZlMGirujBcu1VsbIX3OI5rD9F8xf1FnNnIX8Za1m%252Fmecn%252FP89WuF%252FUyG0gPYL%252F7H5RSyivNCUqQb%252BpinjvJbgqd47SL2HccA8qrUwFtK6dGYX8dMFwMnRUV%252BM1sEEALuuAlssL2Zmc%252BxCiSqL3ZErYpLYK4FnJD2XN8MeGGrFqqHb0EqbS4TNbUgg5KOm%252BL9382AsKc8K4Kl4wkeCQ9dr5MD6P5Q%252BXOm0LlmPp4H6DxkJ9Qr1KYYgj5wFPJV%252BEi0Ozu7JpAI6d2lqdx8HQvFB%252F86FnalcxIx9qKImuhL8z8RV8CtQl1vepbfaX%252BlBj0K4y1%252Fh%252B%252B%252BiUeczaSiAOrlK7IQtOg6tEuwhiwLcC0Q7VSr27jfrgKPoYWIxJ4DnMnZQZdCYZpN97vUqiM3mlMraCP8wTCcdKWyQYsgBQRqdosFv%252F%252BCyReBPEIaqhoC0IqusIqXuDYGAxxW%7Cclp%3A2334524%7Ctkp%3ABFBMlImgy6Rf
 Apple iPhone SE 2nd Generation 2020 - 64GB - Black (Unlocked ) *  G,US,$217.99, 6 available,Used,"Hollywood, Florida, United States",,FREE,https://www.ebay.com/itm/265401178072?epid=16038075350&hash=item3dcb2497d8:g:V~YAAOSwJixhjVGu
 🔥Apple iPhone SE [1st Gen] 32 / 64 / 128GB Unlocked Smartphone - NEW SEALED🔥,US,$153.99, More than 10 available,New,"Dayton, New Jersey, United States",,FREE,https://www.ebay.com/itm/265318749119?epid=21034130248&hash=item3dc63ad3bf:g:WcsAAOSwuQZhRZso
 Apple iPhone 11 - 64GB - Black (Unlocked) A2111 (CDMA + GSM),,,,Used,"Scranton, Pennsylvania, United States",,,https://www.ebay.com/itm/133935528391?epid=14034212885&hash=item1f2f2df9c7:g:400AAOSwWophhWJ7
 Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Good,US,$399.99, Limited quantity available,Good - Refurbished,"Astoria, New York, United States",,Free 3 day shipping,https://www.ebay.com/itm/254733458977?epid=18047564664&hash=item3b4f4c1e21:g:~w8AAOSwX9hhhYuu
